"text","y"
"Well...i was going to wait till this came out on video to see it, and i wish i had, I actually caught scary movie 2 on cable the other day, and it made me yearn for more of the same, what i got was AIRPLANE on CRACK... i mean if you like Airplane or any other Leslie nielsen vehicles, then you'll probably be in heaven, but if your used to the usually WAYANS COMEDY, then you will be dissapointed, there was alot more Eye candy in this one which will keep young hormone raged teenage boys happy, which is probably why it was a box office hit the first week it came out. I enjoyed scary movie 2 ten times more then this fodder, and part one 5 times as much. Odd that the better of the 3 is part 2, but then again i always liked Halloween 2 better then the original as well..maybe its just me. The funniest part of the movie has to be the way the Aliens Say Goodbye. But that wasnt worth the 11 dollars i spent to catch a matinee of this with my fiance. Save yourself cash and catch part 2 again on cable till this is released on Video tape, and then Rent it, dont buy it.",0
"The only Riddle in this film was how it ever got made. the British film Industry needs to make films people actually want to watch and not look to get Taxpayers money (a'la BBC) to keep Luvvies in their life style they have been accustomed to, with doing nothing for it.<br /><br />the Film was every thing wrong with British Films it relied on stereotypes, it had to be about a London were people were either Posh and corrupt, Gangsters, Luvvies or gawd blimey jellied eel types, the story script was just pathetically weak, to the extent when the Police man pulled out his phone and the ring tone was the ""Sweeney "" theme I just expected it. The whole film was a happy shopper sweeney / Minder rip off.<br /><br />the priceless manuscript I noted got left behind and lost on a few occasions and is something even I with my limited street wiseness wouldn't carry around in my breast pocket every where, to the beach and fights etc Saying that Vinnie Jones is likable which is about the only thing in the film, poor bloke.<br /><br />When Derek Jacobi walked into the water at the end because he was Dickens, oh my god, what a load of crap, and I am being positive here",0
"OK, so I don't watch too many horror movies - and the reason is films like 'Dark Remains'. I caught this on (a surprisingly feature-filled) DVD and it scared me silly. In fact the only extra I think the DVD was missing was a pair of new pants.<br /><br />However, the next day I was telling someone about it when I realised I'd only really seen about 10% of it. The rest of the time I'd been watching the pizza on my coffee table - nervous that my girlfriend would catch me if I actually covered my eyes. The few times I DID brave watching the screen I jumped so hard that I decided not to look up again.<br /><br />The film-making is solid and the characters' situation was really compelling. The simplicity of the film is what really captured my jump-button - it's merely a woodland, a cabin and a disused jail - and a LOT of darkness. Most surprising to me was the fact that while this was clearly not a multi-million dollar production, the make-up effects really looked like it was! Also, it's obvious this is a film made by someone with a great love of film-making. The sound design and the music really made use of my surround system like many Hollywood movies have never done. I noticed on-line that this film won the LA Shriekfest - a really major achievement, and I guess that the festival had seen the filmmakers' clear talent - and probably a great deal more of this movie than I managed to.<br /><br />Turn up the sound, turn off the lights, and, if you want to keep your girlfriend - order a pizza.",1
"Swinging bachelor Matthau, a successful dentist, is stringing along his blond mistress Hawn, having told her that he's a married man with three kids. After she attempts suicide Matthau decides to get responsible and marry the girl. Worried that she's going to be a ""homebreaker"", bright eyed Hawn wants to meet his wife and explain everything to her. Matthau employs his faithful nurse Bergman to act his wife and that's when things really get complicated.<br /><br />A farcical comedy with irresistible leads quite often hits the mark but isn't for one second believable. The script asks us to believe that us men are such one-dimensional turds that it's truly beyond belief. But maybe this comedy doesn't need to be analyzed too deeply, just sit back and enjoy the ever so funny Matthau, the ever so charming Bergman and débutant Hawn, who here basically created the dumb-blond girl role.",1
"Most likely ""Cleopatra 2525"" will be of little interest if you did not watch the series when it was broadcast; and I don't think that many people did. But if you are still somewhat intrigued it is a ""Buck Rogers in the 25th Century"" premise without space ships and with no budget for wardrobe or production design. <br /><br />In this case the Buck Rogers part (Cleopatra) is played by Jennifer Sky. Which one might expect to be a good thing as Jennifer is very beautiful and quite talented; and has a nice comedic touch. But a quick glance at the promotional material will show that she is somewhat the worse for having a bad haircut and a Salvation Army Thrift Store wardrobe. If you remember how fetching Jennifer was during her time on ""Xena"" her dowdy Cleopatra look will be a huge disappointment. With a target audience of ""teenage boys looking to burn their eyeballs looking at ""hot fetish-attired girls"" it is not a good idea to skimp on the exploitation value of your heroine or her costume. And they wonder why some series don't attract much of an audience. Love it or hate it, ""Buck Rogers"" had hotter costumes and much better looking guest stars. <br /><br />The other two exploitation elements are Cleopatra's two female associates; Hel (Gina Torres basically playing her stock ""Firefly"" character) and Sarge (Victoria Pratt-another ""Xena"" connection-an extremely wooden version of Natasha Henstridge). Torres does a good job playing off the Cleopatra character, providing most of the show's comic relief. <br /><br />Torres sings the theme song, a somewhat lame parody of Rick Evans' ""In the Year 2525 (Exordium and Terminus)"" (1969). You remember the one that opens with the words ""In the year 2525, If man is still alive, If woman can survive, They may find...""I suspect that they gave the series its title so that they could butcher this catchy little song although who knows, perhaps the title is a homage to ""Buck Rogers"" and they thought of using the song later. <br /><br />So, the premise of the show is that the Earth's surface has been taken over by aliens called Bailies (not the WKRP one) and the humans have been driven underground. Our three heroines fight against the Bailies under the direction of a disembodied (presumably) female voice (appropriately referred to as ""Voice""). Unlike Buck Rogers, Cleopatra is kind of a wimpy third stooge, still dazed and confused from her cryogenic sleep or maybe just disoriented from the creepy haircut. There are a lot of nice close-ups of Sky wide-eyed and bewildered. Like ""Buck Rogers"" the running gag is Cleopatra using a common 21st century expression and everyone finding it either totally profound or completely baffling. <br /><br />Unlike ""Firefly"" the action is more of that hyper edited ""Xena"" garbage which is neither realistic nor particularly entertaining. One good gimmick is that the girls travel around ""Spiderman"" fashion, a sort of web slinging through tunnels and shafts in the labyrinth of their underground world. <br /><br />Strangely (or maybe not considering the budget) these are only half hour episodes and except for one two-part show there is not enough time for any subtlety and nuance. <br /><br />Then again, what do I know? I'm only a child.",0
"Some films just fade away, but Tourist Trap has withstood the test of time and has justifiably become a cult favorite. Though not completely original--it owes much to The Texas Chainsaw Massacre, it holds its own with a sense of humor, genuine creepy moments, a brilliant score by Pino Donaggio, and the fun performances by Chuck Connors and the cast. Don't let the PG rating keep you away, this film proves that gratuitous gore and nudity are not needed in every horror film to make it entertaining. Those elements are usually used to cover the lack of thrills in a film. Here, the scares are merited and effective. Plus, only Chuck Connors could carry a scene in which he has to share soup with a mannequin! A classic scene indeed. Now more accessible on DVD in widescreen, this film is a must for fans of '70s horror fare.",1
"""A young woman suffers from the delusion that she is a werewolf, based upon a family legend of an ancestor accused of and killed for allegedly being one. Due to her past treatment by men, she travels the countryside seducing and killing the men she meets. Falling in love with a kind man, her life appears to take a turn for the better when she is raped and her lover is killed by a band of thugs. Traumatized again by these latest events, the woman returns to her violent ways and seeks revenge on the thugs,"" according to the DVD sleeve's synopsis.<br /><br />Rino Di Silvestro's ""La lupa mannara"" begins with full frontal, writhing, moaning dance by shapely blonde Annik Borel, who (as Daniella Neseri) mistakenly believes she is a werewolf. The hottest part is when the camera catches background fire between her legs. The opening ""flashback"" reveals her hairy ancestor was (probably) a lycanthropic creature. Ms. Borel is, unfortunately, not a werewolf; she is merely a very strong lunatic.<br /><br />As a film, ""Werewolf Woman"" (in English) would have been better if Borel's character really was a female werewolf; with her sexual victimization a great bit of characterization. But, as far as 1970s skin and blood flicks go, this one is hard to beat. Bouncy Borel is either nude or sexily clad throughout the film, which features a fair amount of gratuitous gore. Dazzling Dagmar Lassander (as Elena) and hunky Howard Ross (as Luca) are good supporting players.",0
"There are so many things wrong with this movie I don't even know where to begin. The story is not cohesive AT ALL. I guarantee that five minutes into the movie the average viewer will be scratching his/her head in confusion.<br /><br />Here's what I remember of the movie before I was bored into unconsciousness: A quasi-abusive dad chases some pre-teen sisters through a house but turns out to be not that abusive after all. In the next scene, the girls are about 15. They're driving with their parents and hit a deer. The deer must have been explosive because their car blows up, one sister drags the other from the burning wreckage. Then, the girls are drifting in a boat on a lake and make a huge plan to go to Kentucky (??) and start a new life. In the very next scene, the girls are hitchhiking toward a military base. And what a military base it is. Actually, it's more like a hog farm converted to look like a military base with plenty of confused extras playing ""soldiers."" The base commander's office is particularly awesome because there are random things like an AK-47 hanging on the wall and a drill sergeant hat mounted to a plaque (????) so the audience is sure to know that this is a military guy's office. Then some random dude pushing a motorcycle shows up and the base commander orders him to go ""into town"" to buy some porn mags, and to make sure the soldiers don't think that he's on the ""pink team."" So our character takes a pickup converted to look like an army truck ""to town"" and loads up a box from a nondescript ""book store"" with a blowup doll by the front door. The girls hide in the guy's truck when he stops to gas up, and look through the porn stash to find items inside like the ""anal invader."" I guess that's enough of the plot to scare most people away. Plot aside, the sound quality is terrible and the movie is full of cheesy attempts at symbolism, like a radio preacher talking about forbidden fruit during the scene where the ""slutty"" sister meets the main character for the first time, or how the camera lingers way too long on certain shots to try to convey a ""message"".<br /><br />If you ever see this for sale or rent or whatever, stay away. It's not worth the money in either case.",0
"I do not like Himesh Reshamiya. I do not like his singing too. But his songs are a craze in India, especially among commoners. Now when he ventured to become an actor  that was a big joke! What guts he has to reap as much as he can in his prime time. I did never want to see this movie. But one thing changed it. The movie becoming a super-duper hit! After 2 weeks, Aap Ka Saroor has raked box office collection of 14 crores  compared to Apne that has collected 7 crores in the same 2 weeks. If I can sit through Apne and Rajnikant's absurd Sivaji  I should give this movie also a try to understand what stuff this movie has got that made it such a big hit? The story is about the real life singer Himesh Reshamiya (HR) who has gone to Germany for a concert and falls in love with Riya (Hansika Motwani). A German lawyer Ruby (Mallika Sherawat) loves Himesh. Now Himesh is arrested for a murder. The mission of Himesh (in last 40 minutes) after he runs away from jail is to prove himself innocent and find the real murderer.<br /><br />Let me say that Himesh has nothing in him to become a hero. He tries hard but fails miserably. He is pathetic. I was thinking what could have made the movie click so much? Let me find something positive.<br /><br />First, the saving grace of the movie is the script till the point Himesh runs away from the jail. (But after that the movie nose dives into unbearable stupid limits) Second, the songs of the movie are good, catchy, crowd puller numbers. Third, Mallika Sherawat  she looks gorgeous and acts well too, as the second lady. I can imagine fans of Mallika coming to see the movie just for her. Fourth, the cinematography of the movie is pleasing  especially the German locales, are a treat to watch for the eye. Fifth, the major portion of the story is a love story between Himesh and Riya  with clichéd dialogues that would probably connect to young crowd. Sixth, the Director Prashant Chadha has done a decent job in covering the pathetic acting skills of Himesh as much as possible with shots that don't need Himesh to act much.<br /><br />The heroine Hansika Motwani looks like a small budget film heroine. Raj Babbar is wasted in a small role. Overall the movie is a below average.<br /><br />I was thinking throughout the movie  what if the same movie script was done with Salmaan as the main lead. I think it would have had been a much better affair. May be then I would have given the movie 6 out of 10. But now (Stars 4.5 out of 10)",0
"this movie probably had a $750 budget, and still managed to surpass Titanic. i rented this the day i crashed my mom's car, and it was the only thing that cheered me up beyond belief! it has to be tied with 'The Assult of the Killer Bimbos'. Things to look for are: 1. The drive in blow job chinese girl scene 2. The bleach blonde in the sassoon shirt who never changes 3. The Flinstone-like screech out driving 4. The clashing ensemble worn by the redhead right before she gets killed (don't worry, i'm not ruining any surprises, for it's soooo predictable) 5. The guy who finds it necessary to howl. 6. The mental patient who plays a convincing job of being insane by poking out the eyes of a maniquen. 7. The hour long chase at the end involving the teacher and the priest. 8. the womman writing grafitti on the bathroom wall. 9. last, but not least, the wonderful special effects--especially the stab in the boob that made a... heaven help me... popping noise.<br /><br />enjoy!<br /><br />",1
"In a way, you have to respect Arachnia. It's clearly meant as a tribute to the big bug movies of the fifties, and while the special effects look terrible; at least the film doesn't feature CGI. However, on the other hand; you can't respect the film too much because it's a load of rubbish. The acting is terrible, the special effects (as mentioned) are impossible to take seriously, and once you've seen one giant spider being blown up; you've seen them all, so it gets boring rather quickly. The plot follows a bunch of people who are unlucky enough to be in a plane crash after a meteor shower. They go to the only house in the area; which just happens to be a house where a man has a huge spider he used to use as a circus attraction. Coincidently around the same time, the meteor shower has caused more giant spiders to rise from underground. All the characters in this film are poor caricatures; none of them have anything even resembling a third dimension and they will soon begin to thoroughly bore you. You've got to feel for director Brett Piper as he clearly didn't have much to work with for this film; but that doesn't make Arachnia worth a damn, and overall there are better giant bug films than this, and therefore Arachnia doesn't get the seal of approval from me.",0
"me and my sister saw the premiere last night... it was so good we were glued for the whole thing.. hahaha..i think I'm hooked for the season!!.... they have some really good actors in this thing.. the head coach guy and the player that likes pete were very good and the plot has already got me but i don't really understand how they'll keep it stretched for a whole season.. there will probably be some big twist tho..i cant wait till Tuesday.. finally Jeremy sumpter who is he? i can tell hes going to be big!! he was soo good we fell in love with his character right away.. cant wait for the next episode.. GO Jeremy!<br /><br />'Aimee",1
"In all honesty, this series is as much a classic (as television goes) as the original poem is to the world's literature. Far from being crassly exploitative, it is a beautiful and respectful rendering of one of the western culture's defining texts.<br /><br />I was moved by the plight of Odysseus and his followers; touched by the drama of the fall of Troy (which was felt but not seen); intrigued by the way the gods played with the fate of mortals. (It should be mentioned that the gods appearing here are not ridiculous CGI creatures flitting around on their ankle wings, or poorly-cast fashion models in bikinis. As in Homer's work, they act through mortal agents or, rarely, are represented by classical statuary).<br /><br />It's a pity it's not available in DVD, especially given the vastly inferior and cheesy adaptations of the Odyssey that one can find in video stores.",1
"I was looking over our DVD tower last night for something to watch. We were between NetFlix mailings and it was a quiet Saturday night. I pulled one out that I never heard of before and realized it was borrowed from a friend. From the jacket, it sounded like a rip-off of ""The Big Chill"" but, with the all-star cast, felt it might be worth watching. Boy was I wrong!!! Not only was it like ""The Big Chill,"" it was a rip-off almost character by character. The Bill Paxton character was a copy of William Hurt (""where have you been all this time"" role) -spoiler warning- and, lo and behold, he remains behind to take care of the old place(cabin/camp). Kimberly Williams = Meg Tilly; jerk womanizer Matt Craven = Jeff Goldblum etc., etc. I found myself wondering why I'm even watching these people. There was insufficient character development for me to find any interest in them. How did ""Unca Lou"" even find these characters after 20 years? Plus it wasn't even funny, except when Perkins fell, err 'flopped' out of bed the first morning, it was a sign and I missed it. After it was over, I asked my wife, ""Were there any endearing characters in this film? ... Are you sleeping over there?"" She replied, ""No, I'm still thinking...No, none I can think of.""",0
"This is one of the most awful movies I've had the misfortune of picking up. Don't get me wrong, I love a good zombie flick, but this wasn't one of them.<br /><br />...Might as well (from the opening scenes, at least) been called 'Titty Zombies from Outer Space'. It had absolutely nothing to do with the other movie or the video game (as far as I could tell.) <br /><br />The best aspect of the film is how the two main characters can get covered with so much blood and remain so nonplussed. I would certainly suggest giving this one and miss and staying with a safer zombie pleaser like '28 Days Later' or 'Dawn of the Living Dead' (the remake, of course, unless you're into some serious campy action.)",0
"""Delusion"" is what you experience when you watch this flick and then believe you saw something worthwhile. This flick, which tells of a trio of semi-psycho travelers who are up to no good somewhere in the CA desert, is amateurish and just plain stupid. The film suffers from an awful story, a lousy screenplay, and some terrible direction just to mention a few of the deficits. If the flick has anything at all going for it, it's B-movie diva Rubin's even performance. Don't waste your time on this turkey. (D)",0
"I have loved this book since my 5th grade teacher read it to our class many years ago. And I have read it to every one of my 3rd and 5th grade classes over my past 18 years of teaching. Supposedly a movie had been made in the past, but I'd never been able to locate it. Well, my students and I were all so excited when we heard that Disney had brought Madeline L'Engle's excellent book to the screen. <br /><br />As I watched the movie, I had the highest of hopes. As the film went on, I became more and more despondent. They had botched it badly! Never had I been so let down by a favorite book-to-film adaption. I understand that films can't stick strictly to a book, but they don't need to change things for the sake of it! Most, if not all, of departures from the book were totally unnecessary! <br /><br />I kept my opinion to myself at first and just listened to my students discuss the movie. Well, it wasn't just me. Nearly every single one felt the same way--cheated out of the great story that Madeline L'Engle had so skillfully created! <br /><br />Why, they wondered, did Aunt Beast look like Chewbacca from the star wars movie? Why couldn't Calvin's hair have been red? Why did Mrs. Which not have the proper ""witch-like"" outfit that was such a clever play on her name? Basically, we all wondered--why did nearly every single detail have to be changed? <br /><br />I have always dreamed of how wonderful a movie this book would make. I am still waiting for that movie. This one was A Wrinkle in Time in only the broadest of senses. I'm going to write to Peter Jackson and try to convince him to take on the task!",0
"The first twenty-five minutes stand out as possibly the worst in modern British film. Director/adapter William Cartlidge has treated Wilde's original with such reverence that he seems to have completely ignored the needs of a cinematic audience. Thankfully the quality of the direction and editing improves significantly after the first half hour, but by then the damage has been done. Of the actors, Prunella Scales and Robert Hardy wipe the floor with the rest of the cast every time they are on screen. The other exceptions are Jonathan Firth's Arthur and Karen Hayley's Mabel, who are given enough latitude to deliver their lines with the true comic sense which Wilde intended. The ostensible leads, James Wilby and Trevyn McDowell, are in comparison lacklustre and wooden. In an obvious attempt to eke every penny out a meagre budget, the play has been nominally updated to the 1990's, but in conjunction with the original script the effect is more of a badly script 1970s TV drama. True moments of comedy are few and far between, but when they arrive are highly amusing - a sign, maybe, that more judicious pruning of the rest of the play might have led to a better paced, more even film.",0
"After all these years, of Peter O'Tool's brilliant, costly giving of his Soul, film after film, at last, Hollywood tosses him an Oscar recently.<br /><br />Country Dance showed up one night late, and of course, blew me out of my complainant niche in my alleged ""Life"". How does he do it?<br /><br />York again also is brilliant in this kind of play. Both psychological battleships loaded for bear....<br /><br />Bravo to author, director, cast, and camera crew. No wonder the Nazi's lost to these Irish, Scot, English blends....brutal honesty hurts...back in the 70's, when I personally believed ""honesty"" was pure and absolutely vital to trust. I have modified my edgy extremes, and will settle for more human, warm flaws within myself and others.<br /><br />Forgiveness allows humanity to have a reverse gear, and allows us to fix our own bull headed egos and erotic mistakes....",1
"I found Tremors 4:The Legend Begins, to be dull and boring.All the action scenes were stupid.The so called ""GRABOIDS"" are reduced to the size of a modern day house cat, if not smaller.The acting was horrendous, and this film was just an unnecessary movie in the Tremor saga, because even though it tells the story of how the graboids were formed, the story is so dumb and useless.Also, if you want to tell a story WAY back in time, make sure you use the SAME ACTOR(Michael Gross), to be someone in the past, when he's someone in the present in the other Tremor movies.Geez...If you haven't seen this film, don't waste your time.Stick to Tremors, 1, 2, and 3, for a good time.This film however, make sure you're remote is sitting right next to you with the STOP button working for a quick retreat away from this nonsense.",0
"Peak Practice was a British drama series about a GP surgery in Cardale  a small fictional town in the Derbyshire Peak District  and the doctors who worked there. It ran on ITV from 1993 to 2002, and was one of their most successful series at the time. It originally starred Kevin Whately as Dr Jack Kerruish, Amanda Burton as Dr Beth Glover, and Simon Shepherd as Dr Will Preston, though the roster of doctors would change many times over the course of the series.<br /><br />The series was axed in 2002 and ended on a literal cliffhanger when two of the series main characters plunged off a cliff. Viewers wrote to ITV in their thousands and a petition for one last episode was set up by website Peak Practice Online. However, all pleas were unsuccessful and ITV said they would not make any more episodes.<br /><br />Peak Practice was replaced by Sweet Medicine, another medical series set in Derbyshire. It lasted a few episodes before it was dropped from the schedules.<br /><br />Cardale was based on the Derbyshire village of Crich, and the series was filmed there and at other nearby Derbyshire towns and villages, most notably Matlock and Ashover. After the end of this programme, ITV attempted to launch a follow-up series called Sweet Medicine, which extended the stories of different characters from the original show.",1
"I like to think I have seen it all. SS DOOMTROOPER. The one about a family of sabertooth tigers. The one about a family of pteranodons. GOAT EATER. DEMON CHILD (a nonanimated child's rubber doll with horns glued on its head. Several SASQUATCH flicks, none of them good. A couple of giant spider/insect flicks. Endless HELLRAISER sequels. Endless LEPRAUCHAN sequels. Endless JASON sequels. A kickboxing scarecrow. AX 'EM, which is actually about an urban street parade recorded on someone's $199 camcorder. And so on. I watched part of an STV the other night about folks stranded on a desert island kickboxing to the death with a group of badly animated totems. I have even sat through DREAMCATCHER, as recently again as last night -- well, I should say I sat through parts of it, having seen it in all of its awful glory years ago. But nothing compares to PREDATOR ISLAND, about a group of youths trapped on an island during a storm, forced to do battle with aliens that arrive in a meteorite. The meteorite looks like it came out of a SUPERMAN cartoon from the 1940s. So do the aliens, for that matter. The photography and acting and directing and writing are all equally bad. I turned it off halfway through. Good luck.",0
"I can't believe the likes of Guillermo del Toro and Kim Bassinger got involved ins this piece of garbage! The script is so poorly written and the directing so weak (both by the same person) that its hard to find more one-dimension characters in a film. The dialogs are so lame that this so called thriller got laughs out of the few fools that got into the theatre. The setup it's tricky, inviting you to believe you are going to watch a chilling thriller and suddenly it turns out into the most stupid persecution film. Bassinger's character is so dumb, that she actually stops to scream to God ""Where are you!"" so the people after her can follow, and then takes a leak!!!! And then she apparently got into the smallest wood in the world, I mean, she runs all over the place and the killers never loose track of her, and this happens in the middle of the night. It really makes me wonder, is that really the best writing people in Hollywood can find that they spend millions producing it.",0
"This first (and hopefully not last) Wallace & Gromit feature lives up to expectations. There are plenty of jokes (some a bit cheeky) as well as some great tributes to past Science Fiction movies. With the barrage of awful and formulaic movies being spewed forth from Hollywood it's great to see such a great film like this that's enjoyable for almost everyone. If there is any justice it will be top of the box-office and be at least nominated for best animation at the next Oscars. The animation is wonderful; the characters are remarkably expressive and their adventures are great fun. This is one of those films that the whole family can enjoy. Charming, clever, fun and well made, what's not to enjoy?",1
"I went to see this film yesterday and although i didn't have high hopes for this film, I was still bitterly disappointed! I actually cant believe I spent 96 minutes of my life watching this film...it was THAT bad!!! The storyline was disgraceful and the acting was terrible (even though it had big names such as Uma Thurman in it). This film heavily relied on its special effects...but they personally had no effect on me. I honestly wished id never watched it and I strongly warn everyone against seeing this film. It is a total waste of money and you'll only end up being disappointed afterwards. My advice is to save your money, go shopping, treat yourself, just don't go and see this film... You'll live to regret it lol!",0
"I really didn't like this film~!!!! it was boring and didn't interest me that much at all.. i'm more of an action girl, and it had NONE. i went and rented this movie because of the other comment that was left.. but was totally mislead! don't get this movie unless you like the dessert and plenty of boredom. i just really didn't like the movie. it wasn't my style, but it could be yours.. you would just have to watch the previews or something but it's my recommendation if you're a girl.. don't get this movie! This Scandinavian production draws on some of the observational strategies of Godfrey Reggio's Koyaanisqatsi, allowing us to reflect on patterns and phenomena of human and natural existence from both intimate and sweeping viewpoints. this just isn't for me!",0
"Besides the fact that my list of favorite movie makers is: 1)Stanley Kubrick 2)God Allmighty 3)the rest... this movie actually is better than the book (and the TV miniseries though this is an easy feat, considering the director). The flawless filming stile, the acting and (Kubrick's all time number one skill) the music - make it THE masterpiece of horror. I watched the TV miniseries a few years ago and liked the story and I had my hopes about this when I got a hold of it. IT BLEW ME AWAY!!! It is far better than I ever imagined it. It starts slow (Kubrick trademark) and has a lot of downtime that builds up the suspense. The intro scene is a classic by all means and I watched it about 20 times just for the shear atmosphere it induces to the whole film. Also the film doesn't offer a lot of gore (it has just enough and it is by no means tasteless) a trend that I hate in recent day horror films. Just watch it!",1
"Okay, so Gus Van Sant wanted to remake Psycho in color so that he could bring it into modern audiences, who would probably go into cardiac arrest if they were ever forced to see a movie in black & white, while they conveniently forget that both ""Clerks"" and ""Schindler's List"" were filmed in black & white and are great movies.<br /><br />Unfortunately, the same narrow-minded people who wouldn't want to see a great movie just because it's in black & white are the same people who wouldn't like ""Psycho"" anyway, because it doesn't have a murder or sex scene every two minutes. And the murders are not the grisly blood/guts/gore/bone-snapping that people are used to from having seen ""Halloween,"" ""Friday the 13th"" and ""Nightmare on Elm Street."" This is why remaking ""Psycho"" almost exactly as it was originally was destined to not work, because it's really only of interest to people who are fans of the original. Everyone else is just watching it to tide them over until the next ""Scream"" sequel comes out, and for that reason, they will be disappointed. ""Psycho"" relies on suspense and mystery, not blood and guts. (And just so nobody thinks that I must be a senior citizen if I like older movies, let me set the record straight by saying that I am 21.)<br /><br />So if doing the movie in color was all that Van Sant wanted to change, why not just colorize the movie and rerelease it? I mean, what's the point of remaking a movie if you're not going to change *anything*? The least he could have done was to put his own director's spin on it, rather than just copying Hitchcock's - or even better, hired a new writer to adapt a new script from the original ""Psycho"" book. But it seems that Van Sant couldn't decide whether he wanted to remake ""Psycho"" *exactly* or not. This should have been an all or nothing project - either remake the movie exactly or do it differently - but as it stands, this movie is about 95% the same, but with a few touches thrown in that don't seem to have any purpose. Such as having Norman masturbate while he spies on Marion undressing. It doesn't serve the plot at all, and the only reason he put it in was because he *could*. He wanted to say, ""Hitch couldn't show people masturbating in 1960 so I'm going to do it."" Whoopee, big deal, like I'm so shocked at seeing someone masturbate. And what on earth was the point of showing single frame shots of clouds and farm animals spliced into the murder scenes? And then he leaves *out* an important scene, where Lila and Sam meet the Sheriff outside the church.<br /><br />Plus, by using the almost exact same script, the entire movie seems a bit of an anachronism. The opening credits say that the year is 1998. Then what's with Marion's 60-ish looking dress or the parasol she carries with her? Why do Marion and Sam have to have their trysts in a hotel room, when these days nobody would be shocked by what they are doing? Why are there no air conditioners in Marion's office? Why does the Bates Motel have no tv's in the rooms, and apparently no automatic locks on the doors? Why does the Sheriff have to ask the operator to connect him to the Bates motel? This was why using the exact same script was a mistake - just changing a few words here and there was not enough to modernize it. It needed a whole reworking.<br /><br />While Vince Vaughn turned in a good performance as Norman, he just didn't seem right for the part. Part of what made the original ""Psycho"" so creepy was that Norman had that innocent, boy-next-door quality, so nobody could believe that he was capable of such horrible crimes. With Vince Vaughn playing the part, is anyone really surprised that Norman was a psychopathic killer?<br /><br />That said, I can understand that Gus Van Sant was obviously a fan of the original ""Psycho"" movie, and wanted this to be a tribute. This isn't a bad movie, but the problem is that this may be some people's only exposure to ""Psycho."" I really think you should see this movie only if you've seen the original. Since I am a fan of anything to do with ""Psycho,"" I bought a used copy of the remake, which I may watch occasionally. The original movie was a filet mignon, whereas the remake is a hamburger. But even filet mignon would get boring if you had it everyday, so it's nice to have a hamburger once in a while, for a change.",0
"How dare you? Adam Low, without apparent shame, puts his name to this fake tribute. It's not even a serious study or analysis or commentary of the great Visconti's work. Yes it's long and portentous, yes we do have some wonderful clips from the films that, most people interested on the subject, have already seen. But what resounds the longest leaving the most lasting impression is the gossip. The last and loudest voice comes from a third rate German actor, ranting and raving. The appropriately named Mr.Low directed this, hoping, I imagine, to get better ratings than his previous, more to the point, but deadly boring documentary on Kurosawa. Well I have news for you Mr Low and your cohorts. You missed a great opportunity and I for one, won't give you another.",0
"This was a pretty decent movie. This movie is good to just sit down and watch and be entertained. Just a typical Hollywood film. This movie will never win an Oscar or anything and definitely doesn't deserve one, but I thought it was pretty good. It's kind of like the show 24 but set into movie format. If you like the whole we've got to stop the terrorist from killing the president kind of movie then you will enjoy this flick. I personally think that storyline has been done WAY too much, but The Sentinel does add a little twist with the mole in the Secret Service. All in all, this movie won't leave your jaw to the floor or change your life, but who says every single movie has to be like that to be good?",1
"If you're looking for an original horror flick, this might be the one for you. It's strange and at times lingers on stupidity, but it's just such a good looking, nice sounding and original movie, it never fails, except maybe during the over long climax. ""Nightbreed"" is a must see for horror fans, or for fans of monster movie make-up.<br /><br />Boone (Craig Sheffer) has been having dreams of a town called Midian full of mutant creatures. In therapy, his psychiatrist Dr. Decker (horror director David Cronenberg) has come to the conclusion that Boone is a murderer, and gives him hallucinogenic pills, and tells him to turn himself in. After almost getting killed, Boone ends up at the hospital, where he runs into a mental patient who also knows about Midian, and tells Boone where to go. Midian, located in a graveyard, is inhabited by vile mutant creatures that don't let Boone in. After escaping with only a nasty bite, Boone is shot dead by the police, who were lead to his location by Dr. Decker. But Boone isn't dead. The bite causes him to live, and he goes off to Midian. Meanwhile, Boone's girlfriend Lori (Anne Bobby) tries to find Boone and get to the bottom of this. When Dr. Decker also finds out about this place, chaos ensues.<br /><br />The plot seems long and complicated, but it really isn't hard to understand. The plot, among other things, makes this movie really interesting. The make-up effects are astounding. The creatures look unique and amazing, and make this a very appealing film. To add to more senses appeal, we have a musical score by Danny Elfman, that is both lush and bouncy, and fits the film like a glove. The shots in the movie are also set up beautifully. The cinematography is lovely, and the movie sets up an atmosphere that is never broken. Even the acting is good, with the biggest surprise being director David Cronenberg giving a great, menacing performance as the man, who for one reason or another, wants to see Boone dead. It's odd for a horror film to be this well done.<br /><br />The problems with the movie...well there are a few, but the positives outweigh the negatives. The script features the occasional lame jokes to try and add some humor, but almost every one falls flat. The mutant creatures look great and for the most part are well acted, but sometimes it feels like they are just posing their awesome makeup for the camera. The worst part of the film would have to be the climax. It takes so long, and is just constant chaos. It's the portion of the film that moves from individual characters and nice tight knit shots, to fiery explosions from each direction and violence happening to characters we don't know or care about.<br /><br />Overall, this movie is amazing to look at. It's a well done horror film, but even with that said, it has the occasional failure in character's lines, and a messy climax. Nonetheless, this is one to check out.<br /><br />My rating: *** out of ****. 101 mins. R for strong violence and language.",1
