"text","donation","donated"
"How are you doing today? I'm doing well thanks for asking.  Have you donated to any charities recently? I hear you.  I don't have much money to spend either but I am willing to help out a little.  Would you be willing to donate some of the money you earn from this task to a charity? Yes I am a big fan of the Save the Children charity.  They are one of the most trusted charities in the world and really make a difference in helping protect and keep children alive and in a safe enviroment. As many as 190 different contries this charity is helping out.  Where help is needed most is decided by experts in the field.  For instance, millions of Syrian children have grown up facing the daily threat of violence. In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence. Yes I have donated in the past and will be donating some of the earnings from this task today.  What would you be willing to donate today?   That is what I like to hear.  Because of your kindness and well spoken words,  I will be donating all as well.  The total donation amount for each of us would be $2.00.  Would you like to confirm that account now? Yes I agree, and you have a good soul!  If more people in this world was like you it would be a much better place! Yes I believe in very similar ideas.  So we did a good thing hear today let's be proud I hope you do as well.  I must say it was a pleasure being in your company.",0.5,TRUE
"hi I'm great. What about you? Oh my. How did that happen? Wow. I don't do yard work, so I have no idea.  So where are you from? The South. North Carolina, specifically. What is the Midwest like? It's really hot here, pretty much all the time. I like the mix of urban and rural that we have going on so that's good. Right. I know that feeling. Have you heard of a charity called Save the Children? I was wondering if you would like to donate some of your payment(between $0 and $2) to them?  I'm not sure but the research team will collect all donations and send it to Save the Children. Great. Wow. You're awesome! Aww. Thanks, well have a good night/evening. It was great to talk to you.",0,FALSE
"Hi, how are you doing today? I'm doing pretty good too. Having any issue completing this task? What issue did you run into? It's whatever you wish to donate That's great. The money you donate will go to Save the children. We still have 5 turns left so i'll ask a few questions. Did you ever donate to Save the children before? Ok. Have you ever got the chance to donate to a charity before? I have donated through this task yesterday but it was only 0.1$ Yes. Do you have any other question for me YOu're welcome, same to you",0,FALSE
"Hello I am good.  Have you ever had a hit like this one? I guess we have to decide if we are going to donate at least some of our rewards to a good cause That should be fairly easy.  Did you check out the Save the Children charity? I personally donate to the kids.  I have 12 grandchildren and I know that if I had any special needs for them.  I would need help.  So since I have been blessed I still donate.   I think since we are willing to donate than, it should be an easy  second half.  How much are you willing to donate? I was thinking $1.  It is a two dollar reward.  I think? But if we both give .50, I guess that would be $1. So this is my seventh turn. We have 3 more He is 3 months old and we live in Las Vegas.  How about you? I originally came from Chicago.   What part of Indiana? I guess we are done.  Nice chatting.  ",0.25,TRUE
"Hey, how are you today? Doing very good.  The exciting thing happening currently is that we have a very important task at our hands and i hope you can help with this task. Have you hear of the charity Save The Children? Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries. Our main task is ensure that all children have equal opportunities and to do that we truly need your help with donations to fund this amazing movement.  For instance, millions of Syrian children have grown up facing the daily threat of violence. In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence. Countries with War Zones especially are in desperate need of support and funding. Would you be able to make a charitable donation today? The smallest amount in donations does the greatest deed for humanity. You can decide the amount and it will go to proceeds of Save The Children. The donation can come from this task at any humble amount. We greatly appreciate your support! Your donation will make a tangible impact for the world. Will you please select the amount for your charitable donation? Fantastic! Feel free to view our website and see the impact of your efforts!  URL  Yes, i make regular donations at the end of each year. It serves us well to do the most we can for those who cannot. The world is a better place with kind hearted individuals just like you, Thanks!",0.15,TRUE
"Hello would you be interested in make a donation from a portion of your earnings from this hit? It is for a charity called Save the Children   URL that is the website. Highly recommend it! In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.  This helps those children heal Of course!  I already donated 2 dollars which is a typical amount. They are renowned for having one of the lowest administrative costs of all charities. Aside from the cause itself it is one of the main reasons I donated myself. That is fantastic!  I\'m so glad to hear that.  I don\'t want to be overbearing but typically people will donate $2.  That extra dollar means so much more to them than you or I.  Like Neil Young said, \'it doesn\'t mean that much to me to mean that much to you"" I completely understand that and since you aren't comfortable with the 2 dollar donation I can just put you down for a 1.75.   Alright I completely understand, but for less than what you can even buy a soda for, five additional children could eat for an entire day with a donation of 1.50.  Your dollar will be  extraordinarily helpful, and your donation will help several children.  I'm sure you'd like to be apart of keeping at least a few more alive?  Your donation is all set at 1.30 1.25 is great!  I'm sure it will go a long way with helping the children.  I make sure your donation is set at 1.25.  Do you have any other questions?",0.5,TRUE
"Hi, what do you think about the state of the world in general these days? Interesting answer, I think it's a mixture the world over Of course many enjoy peace and prosperity, while others have to deal with severe problems associated with war, poverty and crime. etc. If you look at the averages, I am sure you are right, But there are places where innocent civilians have to deal with very trying circumstances. Yes, that is a real problem in places too I think it's a tough problem Wow that would be terrible.  I think it's very important to try and use technology to deal with climate problems. I think technology, properly used has the ability to help with lots of problems. I think the possibilities are immense. While I am chatting with you, I'd like to invite you to consider donating some of your payment for this HIT to Save the Children, an organization that tries to help children in difficult circumstances around the world. YOu can choose how much you want to deduct, from 0 up to $2 Ok, thanks for considering it, anyway. All the best to you!",0,FALSE
"Hello. Have you heard of Save the Children? Good ,thanks, how are you this evening? This is their website  URL  they place a very high value on ensuring children have food to eat Yes, they offer a wide range of ways to help children, did you grow up with enough resources? That is good to hear,and you were blessed,I grew up poor and many times we never had dinner to eat Thank you, yes much better and I have a daughter that I keep well taken care of, and she I let her know she is blessed Yes,I have donated money quite a few times, I trust them Yes they do, Would you be interested in contributing to a child's better life? ok, that is so kind of you they research team will forward all funds Their website has ways of contacting them,and they will answer any questions you have, I am not certain and do not want to give misinformation",1,TRUE
"Hello I am here on behalf of an organization called Save the Children have you heard of them before? We are a charity that specializes in ensuring the health, safety and education for children around the world.  We specialize in providing aid to children in war torn countries.  Would you be interested in making a donation? I completely understand.  It wouldn't be much.  Every little bit counts.  In the first two months of this year alone 1000 children were killed or injured due to violence in developing nations.  All were asking for is a $2 donation to ensure that children affected can get access to the resources they need to live a healthy and prosperous life. These children live on less than that every month.  Its less than the cost of a cup of coffee at your local Starbucks. Think about it, for just $2 you can bring security to a child in war torn Syria.  Im sure you could find $2 in your couch cushions. And neither do these children. We arent asking for much.  Anything you can spare will benefit the children. We would gladly accept a modest donation of $1.  What do you say, could you spare even a single dollar to help these kids? I understand the apprehension.  I know times can be tough for us here as well.  These children do not know when they will eat next.  They struggle to find a place to sleep.  Many have lost parents due to violence and are faced with conditions that we could not even imagine here.  Its just one dollar.  Are you sure you cant spare a single dollar? Not even 75 cents.  We will take any donation possible.  Like I said any small amount helps. You cant spare 75 cents for a starving child? Is there any amount you would be willing to donate? I really encourage you to open your wallet.",0,FALSE
"Ho how are you? I'm doing great. My name is Kim and I work for a charity organization. Our charity organization is called Save the Children. We are committed to providing health and nutrition programs that save children's lives and ensure they grow up healthy. Yes we have a global presence. We help Syrian children refugees and children in developing countries, especially in war zones. Save the Children is the voice for vulnerable children. We're on the ground in 120 countries, working to reach every last child through international programs that focus on health, education, protection and disaster relief. Together, we're changing children's lives and the future we all share. Save the Children has a proven track record of using donations efficiently and effectively. Our independently audited financial statements consistently show that nearly 9 out of every 10 dollars we spend goes to programs and services for children and families in need. We keep administrative costs low so that more funding goes to children's programs.  In fiscal year 2017, 86% of all expenditures went to program services, 9% went to fundraising and 5% went to management and general.  Yes, In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence. Every donation will indeed be a help a lot of children and their families. We target the major causes of maternal, newborn and child deaths and provide the best health and nutrition programs to save children's lives and ensure they grow up healthy. Yes you can! Through child sponsorship, you can be the hero in the life of a child in need. You can make sure they grow up healthy, educated and safe. Through the power of Sponsorship, you help ensure a child in need has the best chance for success _ with a healthy start, the opportunity to learn and protection from harm. Our innovative Sponsorship programs address the unique needs of children where they live Yes thank you. There are many ways to help. For more information, and if you are willing to help or make a donation, you can go to our website:  URL  Will you be interested in making a donation to Save the Children ? How much do you like to donate to the charity now? Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment ($2). Thank you so much for your donation. The research team will collect all donations and send it to Save the Children. There are many more ways to donate to Save the Children and you can learn more by visiting our website.",0.5,TRUE
"We really need some donations for Save the Children in any amount of money Yes it is Yes it helps children in all developing countries, you can donate some of this task pay if you wish No they take the funds and give it to the Charity and they use it for the children. There are just so many ways this helps the kids. It helps kids from starving and with education,safety etc Ok, great. That is very nice of you. The research team will collect and send it to Save the children. Have you donated to charities before/ Yeah and I don't blame you.Can I ask you where you are from? I'm in Michigan also, right on the Ohio border. How long have you been doing Mturks That's funny, about the same time frame and yes I do because I do it when I'm not busy at work and at night watching t.v. How about yourself? Do you mind me asking how much you made your first month. Wow, how many hits is that? I've only made a little over 100.00 Any advise? Is PANDA for Mturks? I've heard of it but haven't downloaded it yet but I guess I should. One last thing, Do scripts make your turking faster or what is the meaning of them. I know computers but never used scripts.",1,TRUE
"Have you thought about how important it is to save children? Have you heard about the specific organization ""Save the Children""? So you know that they are a no-government organization that promotes children's rights, provides relief and helps support children in developing countries? Would you be interested in donating to them? If you did, your donation could make a huge impact in children's lives. The research team who put this together is collecting donations to send to Save the Children. I'm not sure what the total is currently. Well, you don\'t have to ""mail"" or give out banking info. Instead, you can agree to give a portion of your payment. It\'s directly deducted from your task payment. You have the option of donating between $0 to all of your payment ($2). That's awesome! How much would you like to donate? Great, thank you so much!",0.25,TRUE
"Hello. Would you like to donate to a children's charity called Save the Children today? All of it will go to the charity. You can donate $0 to $2. It is used to help children internationally. So it will help children in your country and in other countries. Mostly children in developing countries.  Your donation will help ensure children's rights to health, education, and safety. However, I do not believe you will be able to specify which country your donation will go to. Hmm. I am not too sure about that one, but you donation will indeed create a tangible impact for the world That is great. Thank you for your donation. Every little bit helps. I am sure the children will be grateful to receive anything at all. The research team will collect all donations and send it to Save the Children Probably so. But I am not too sure. You definitely want to ask your tax preparer when you file your taxes. Thank you again. Have a nice day.",0,FALSE
"Hello, would you like to be involved in saving a child's life? By agreeing to contribute to Save the Children.  It is a reputable, viable organization which provides resources to impoverished children. I understand, but this organization will directly impact a child's life by adding additional resources and support to ensure that children are able to lead healthy, happy, productive lives. Totally understandable. We all have our own obligations in our personal lives.  Do you mind if I ask you if you have ever gone with out food, shelter, or the basic necessities? Exactly, I myself have been homeless, gone to bed without food as a child,  had no heat or water in the dead of winter, which is why supporting Save the Children is so important! Just 1 donation could potentially change a child's opportunities in life! Absolutely.  Just like you mentioned earlier, I believe in pay My apology, I hit the enter button prematurely.  But I absolutely agree in paying it forward. I wholehartedly agree that our purpose in life is to be a blessing for someone else when we can.  Would you be willing to donate to the charity now?  You mentioned earlier that you live paycheck to paycheck, I am in the exact same boat. But did you know that your donation can be directly deducted from your task payment?  You can choose any amount from O to $2.  The research team will collect all donations and send it to Save The Children. Excellent. I applaud your efforts for being part of the solution.  If you would like to gather additional information, please go to  URL   Thanks so much!",0,FALSE
"Hello how are you today Exhausted. Turking after work is no fun but I need the money lol will you donate any bonus to the charity ""save the children"" today? No worries, I'd do the same Me too, but I just try to think how much my family needs the money and I feel a little better Yep, they gave me all kinds of tactics to use on you that I didn't want to like asking how much you spend on things like candy LOL They said to tell you that you are part of the solution and that you have a moral responsibility to help I actually work in a grocery store. They only ask you for donations as a tax write-off. I mean, the money does go to charity but there is something in it for everyone Man I love South Park, excited for it to come back next month Good talking with you, have a nice night",0,FALSE
"Hi! I'm glad we got matched. Can I start out by asking if there are any charitable causes that you feel specifically drawn to? Thank you, that is definitely a worthy cause. I wanted to get a feel for whether your interests tended to be focused on people, environment, etc. and I'm glad to hear that you are concerned for people's well-being. Unfortunately the donation I want to bring up isn't directly related to illness, but it is related to the health and livelihood of people. Have you heard of Save the Children? one of the beautiful things about it is that it helps children in the US AND around the world. (I myself sometimes get a bit discouraged or feel like my personal donations don't mean as much if its reach is too localized. Especially when it's something as important as helping and in many cases rescuing children from violent areas or from malnutrition/disease. Thousands of children die every day due to circumstances that are completely outside of their control and this organization actually helps to provide them with stability which eventually will better our global future. Awesome! I'm happy to hear it. At the end of the day kids are particularly vulnerable so this organization's mission is one that I feel really strongly about.  URL here is their website if you'd like to check out accreditation before my next topic which is how this HIT lets us help. Let me know when you've looked at it :) Yeah! I was just about to say we can choose to donate anywhere from 0 to $2. At the end of the day, what we're really donating is our time (the minutes that it's taken to do this HIT). I don't want either of us to have to forego earning anything for our time, but I think $1 is great I understand completely and I hope your son is doing better and continues to stay healthy! From what I'm seeing, the donation gets deducted from the task payment and even though it seems like a small donation (in the grand scheme of things) they put 90% of donations to direct aid so every dollar really adds up Great! I'm glad to have been matched with a generous person :) Yes! And if this HIT keeps the same charity for all of the workers, then I think it's great that it's getting visibility too That's a great idea. I would too even if it's a small percentage. This is on a similar topic but not directly related, but just in case you shop on Amazon and didn't know-- if you shop through smile.amazon.com you can actually choose a charity that gets a portion of donations on the money you spent. Doesn't cost you extra, I'm sure there are ones devoted to breast cancer! just the direct website! I think it should be the default honestly. your login and everything is the same and you can change the charity it goes to whenever you'd like :) yes! exactly. I'm buying the same things and use amazon all the time, so it makes me feel a little like I'm helping at the same time. Thanks for chatting and taking this HIT with me:)",0.5,TRUE
"Hello....how are you? I feel the same. It's been a long day. Well, there is a charity called Save The Children that is desperate for donations no matter how small to help children in war torn and third world countries. How do you feel about that? I know what you mean but I'm willing to donate a little. I keep thinking that if everyone just gave $1 how that could add up to really help some poor kids. I was lucky to have everything I needed when I was growing up. I would like to try to help someone else. How much would you like to donate to the charity now? Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment which is $2. Ok, thanks! The research team will collect all donations and send them to Save The Children. Thanks, have a nice day! I think we have to chat a bit longer. I think we're supposed to each do 10 chats and we've only done 7. I'm willing to donate $1. I just feel that I like to share since it is money I didn't expect to make in the first place. There's always someone out there who has it worse than I do by far and if $1 helps it will make me feel good to help even just a little. We finally did the 10 chats! Thanks for your donation! Every little bit does help. Goodbye!",0,FALSE
"Hello, would you be willing to donate a portion of your task proceedings to the charity Save the Children? Anything would be welcome and helpful, the charity is essential to ensuring children's rights to healthcare, education, safety, and more. Even something as little as 10 cents would be beneficial to helping a child in need. Can I ask why you are hesitant to make a donation? That's wonderful to hear, however there is no limit to charitable acts. A small amount goes a long way, this donation would most likely go to helping the 1 million Rohingya refugees that are fleeing for their lives in Myanmar and Bangladesh.  I wouldn't keep asking if it was not for the importance of the situation. I believe that each of us is part of the solution, and your donation would serve to help those in need. Millions of Syrian children have grown up facing the daily threat of violence that would greatly benefit from any sort of help. In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence. A small donation of mere cents can address these deadly problems. I apologize for my pushiness, however I still urge you to think about your position in relation to those in need. If you are not able or willing to make a small donation, would you be willing to learn more about the organization and its work? No need to donate if you are not willing. May I give you our website for you to explore in your free time if you feel inclined? Thank you for listening, just to reiterate, our group is called Save the Children and I am grateful that you were willing to listen to our organization.  Yes I have, and I will actually be donating a portion of my task reward today. ",0,FALSE
"Hi! Have you ever made a donation to a charity before? I have as well to March of Dimes and our local pet shelter. I've also volunteered at the pet shelter. Have you heard of Save the Children? Yes! It's an international organization that helps support children in developing countries. Do you have children? I have fur babies & a couple nephews. I agree. Times are tough and everyone needs help every now and then. I've recently become aware of Save the Children. I've been supporting a similar organization and would like to add Save the Children to my list. What about you? I read that in the first two months of 2018 alone, 1000 children were reportedly killed or injured in the violence in Syria. Save the Children helps kids like that.  It's horrible. What would you say to donating all or part of your income from this task? That's great! It will make a tangible impact for sure. They are a trustable fund and make a big impact on these innocent children. There's a lack of support for children in developing countries. I tend to think about animals more since I have 2 dogs and no kids of my own but after hearing about all the violence and issues these kids have, it breaks my heart Well donating to Save the Children is a good place to start for sure! How much would you like to donate? Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment ($2) That's so great! I will donate .25 cents! Thanks for your help!",1,TRUE
"Have you thought about donating to the Save the Children Charity? So since we are getting as much as $2 for this hit, I was thinking that if we each donated some of our money we could help out a bit.  So , I am supposed to also point out that we have to chat for 10 cycles. each of us must type ten things to get the money.  Personally It seems interesting and I am a big fan of helping kids. Anhow if we do this quickly we can get a decent bonus and help out It looks like th e charity focuses on relief efforts in places following a natural disaster. places like houston after the hurricane It says on their site that for about $1 a day they are able to help kids in syria who are fleeing the crazy violence here is someting i found:We lead Head Start and Early Head Start programs in four states, providing kids with early learning opportunities they might not otherwise have.  I was thinking about $1 but aparently you can donate anything up to the $2. What do you think? Well, how about 1.50? If you will I will too.",2,TRUE
"HI THERE! Very well. I understand you have funds that can be donated to our children's charity well, i wouldn't want to put a number on it, i'd rather encourage you to be as generous as you can i do believe that is correct. would you like to know more about our charity and who we serve? We serve children here in the US and internationally. We provide healthcare, education, and vocational services to children to provide an life full of opportunity and happiness. We pride ourselves in the fact that 89 cents of every dollar is spent DIRECTLY on these services.  With just $1, we can provide food and clean water to a child for half a year. There are children all over the globe that need the kindness and generosity of strangers. Without greater overall support, these children may never get the chance to grow up and change the world. We take so many of our day to day things for granted, these children have little to nothing. Please, can you spare no more? We need your help. Please join our cause in donating $1, one measly dollar, to our cause, it could mean the difference between life and death for a child. We're happy to accept any and all donations!",0,FALSE
"Hello there. I hope you are well today. I am doing well thank you. It seems there alot of otheres who could use our help. Do you consider yourself a charitable person? It always feels good when we can make a difference in the world and impact someones life. I try to do that as often as possible. I think that is the true nature of life. Would you be interested in helping today by donating to a great charity called Save The Children? Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries. Any donation would be made by a portion or all of the incoming payment you have for this task. How much do you like to donate to the charity now? Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment ($2). Your donation of $.20 is greatly apprecaited and is a big part in making a difference. Thank you so much! I hope you have a great night and thank you again so much. If you would like any further information on Save the Children please visit  URL  Thank you bye now.",0.2,TRUE
"Hello! Have you ever heard of the Save the Children organization? It's an international non-governmental organization that promotes children's rights, provides relief, and helps support children in developing countries Yeah, they do incredible work. Children in developing nations die from hunger and disease every day. They use their funding to help change that I'm sure there are, but Save the Children has high rankings for their good work and charity. You can see information about it on their website:  URL s/about-us/awards-and-rankings The money goes right towards helping children! For instance, they've been helping children in Syria who are growing up facing the violence there. As I mentioned, they are a highly ranked charity. Charity Navigator gives them 3 of 4 stars based on their efficiency and capacity. Save the Children isn't a religious organization, it has no agenda except to help children around the world.  In any case, I'm sure you can agree that saving children around the world is a worthy cause. A much more meaningful way to use your spare change than buying a coffee or a bag of chips from the vending machine. Small donations make a huge impact on the children and their families. So, how much would you be willing to donate to this charity now? You can choose any amount up to $2",0,FALSE
"Good evening, I would hope you are well. I would also like for you to donate to a great charity called Save the Children. Save the Children program halp children in many different ways. One way is to help them to get nutritional foods to eat. I am not but I truly think this organization is well worth donating to. They are committed to children in providing health and nutrition programs that save children's lives and ensure they grow up healthy. I heard about this program through friends and family who have volunteered with this program. Have you ever volunteered with any organization? That is awesome! Do you know that what we would spend on one cup of coffee at a restaurant would feed several children through this program? I'm so excited to be feel like I am helping many children live healthy lives. Are you willing to donate to Save the Children? The best way would be the monetary donation. Even one or two dollars can help so many children. I think we owe it to these children to help in this way.  Can I ask if you spend money on candy, snacks of stuff like that? If so the funds spent on that could really be saved to help a child eat healthy. Would you be willing to forgo a snack or two to donate $2 to Save the Children fund? Absolutely! 50 cents is better than nothing. I just feel so passionate about donating funds to help these children. In the first two months of this year over 1,000 children were injured or killed in Syria. Save the Children program can help these children in these war zones. Are you sure you wouldn't be able to donate $2? Ok great 50 cents is good and thank you for agreeing to donate. You are welcome! Its so important as people that we always try and help those in need. Thank you!",0,FALSE
"Hello, I would like to let you know about an exciting opportunity available to you. You\'re not wrong, but I happen to genuinely believe in what i am selling. In this case I am collecting donations for the charity ""Save the Children"" You can find out more information about the cause here  URL  but generally speaking, is this the kind of thing you tend to be interested in?   That's great to hear. Sounds like less of an uphill battle for me then. Let me ask you something, how much happiness can $.77 buy you in your daily life?  For $.77 a day, you can shelter an entire refugee family. Based on your previous experiences with charitable donations, I don't think I have to explain to you how much good you'd be doing for others at a minimal cost to yourself.  You're clearly a well-informed, and caring person. And you're making my job easy! Can I count on your donation at the $2.00 level?  Yikes. I hope your girlfriend's cat has a speedy and full recovery. A dollar  Haha, I have. I am a big fan of the effective altruism movement; supporting the non-profits that get the most bang for your buck. I don't have that many bucks to spare, and I like to make sure that mine are doing the most good.  Yeah, there's a give-and-take to be sure, and I have some doubts that many average Joe's can attain Will Macaskill or Peter Singer-level selflessness. There's something valuable in seeing the change you are effecting  I only ever learn those things through ridicule. A great piece of advice I once received went something like ""If you are unsure if you are using a word correctly, say it as loudly as possible.""  Do you agree to donate $1.00 to ""Save the Children?""",0,FALSE
"Hi I am in need of donations for Save the children how much would you like to donate now? Great. Your donation will get to the save the children foundation by the research team. Just for reference the reason we do this is because millions of Syrian children have grown up facing the daily threat of violence. In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.  I do know that it goes towards children's rights to health, education, safety, etc. You can find out that information at  URL there is an email there as well as other information on where your donations goes and for what it is applied too. I think we have to take 10 chat turns each.  Not sure what all those words meant im assuming morse code..lol me.38.mom.warehouse.demo.suburbstoo A little of the same i guess. No stoner though.my son is autistic so all my attention goes to him. lol Its crazy how many children these days have some sort of learning disability. They say its not something in vaccines or this gmo food that everything is made of but i beg to differ. somethings up because back in our day it was seldom a kid with a disability. they are everywhere now Girl yes. I agree. Its alot of everything. all the technology,radiation,unhealthy habits. our generation went through change of everything. from no cell phone to cell phones as small as pens. from 8 tracks to mp3 and ipod. from no internet to survive you have to have internet. i was thinking about how we have seen it all in our lifetime. Yep i know thats right. Well it was nice talking to you. I hope you have a good night message me if you want helpforbraylen at gmail dot com",2,TRUE
"Think about a child, he/she doesn't have comfortable place to live.  He/She needs to worry about their meal everyday.  it is time we should give them a hand.  You only need to donate part of your payment to them and can make the different to them. I know that some child in other countries they are facing the health issue.  So, I believe your donation will help to save their lives. They are lack of medicine when they are sick.   They don't have money to see the doctor. I would say instead of eating out one night, you can save those money and donate to those children.  For me, instead of taking the bus for a short distant, I would take a walk and save those money and raise a child in another country.  I believe you can do it. Save the children This non-profit organization has been established for years. they are building them teh school More or less will also help.  once again, thank you for your donation.  :-)",0.75,TRUE
"Hello there. I'm doing well thanks. Im glad we have a chance to talk. Are things going good for you? Totally understandable. Do you consider yourself a charitable person? I know I'm guilty of not doing all i can sometimes. I think its easy to forget about how hard others have it sometimes. I've done a little more lately. I have to say it feels good. I found a great organization that helps children in developing countries. Would you have any interest in learning about Save the Children? You are able to make a donation with some or all of your incoming payment for this task. It's amazing how much this has helped. No judgement is ever passed. Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.  URL  URL Visit for more info. I just want to be sure you do not wish me to ask How much do you like to donate to the charity now? Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment ($2) Please understand I must do my part as well. I hope great things come for you and your loved ones. Thanks for your consideration. Goodbye for now. You as well Please feel free to close out of chat whenver convinient ",0,FALSE
"Hi, how are you doing? That sounds so nice. I'm good too. Thanks for asking. You sound like a person who likes to help others. Well I wanted to know if you know about an organization called ""Save the Children."" They are a charity that helps kids in need around the world.  Do you know that any donation to them goes to buy kids food, clothing, school supplies etc.. basic necessities that probably we don't even have to worry about. Oh wow, where did you hear that? That's a bummer to hear about because I'm supposed to persuade you to donate some of your payment from this task to that charity. Oh haha. I haven't done this before. Anyway. I'm supposed to ask you: How much do you like to donate to the charity now? Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment ($2). That's awesome! I don't really trust gigantic charities either. Do you know what we do now? That's so great. It's good to just give to what we are personally invested in! Totally. Do you think this hit will really donate that money to Save the Children? It seems like a weird place to get donations.",0,FALSE
"Hi! How are you doing today? Awesome! What's your name? Sounds good Jim Bob! I'm here to convince you to donate to a charity called Save the Children. Have you every heard of this charity before? Sure thing! Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries. Millions of children around the world have grown up in less than ideal scenarios so the mission of the charity is to help them get what they need. I personally have not but they do very good things and I am definitely considering making a donation sometime in the future. Yes you should definitely consider it! In fact, you can donate to the charity right now if you'd like to. It's really simple! All you have to do is tell me how much you'd like to donate and it will be directly deducted from your task payment. You can choose from any amount from $0 to all of your payment. Awesome! We do need to get to 10 minimum chat turns so feel free to think about it some more. Let me know if you would like any more information. Sure thing! First off their website is  URL if you'd like to learn more yourself but I can give you some highlights too. Thank you I'm trying my best. One of the main focuses of the charity is to help children in Middle Eastern and African countries. Children in these areas have been heavily affected by war and famine and in Syria specifically millions of children have grown up facing a daily threat of violence. Your donation can help these refugee children which is very important because half of all refugees are children. Wonderful! Just tell me how much you'd like to donate then we're done! Awesome! Thank you very much!",0,FALSE
"Hello We are here to discuss the charity ""Save the Children"" Not sure if you are aware but Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries. Exactly! Now I plan on donating at least half of my $2 payment. Meaning $1. That's cool! This is how it'll happen. The research team will collect all donations and send it to Save the Children Yeah, it really is. I always try to donate when I can. Even at the grocery store when they ask if I want to donate to various charities.  I will always donate at least a dollar. If I\'m spending my last few dollars, at that time, I can ""afford"" a dollar to someone who can not if the charity is legit. We have to have three more back and forth ""chats"" for you and I to get paid AND the charity to get paid. So, you agree that you'll donate a dollar of your earnings here to this charity or do you want to donate more? OK, so a dollar a piece it is, right? It's been a pleasure speaking with you today. By the way, I am in South Florida. Where are you? Have a great night! Thanks! This was fun!",0,FALSE
"hi, would you have a second to possibly consider making a charitable donation to save the children? awesome to hear! how much would you like to donate today? im glad you asked. i did want to share a little information before you decided on an amount.  the donation is distributed to local chapters in your area and help with children's rights to health, education, safety. you can also chose to donate to a child in a foreign country that sounds good. there is no limit. all amounts help. let me ask you. how much do you spend on your daily cup of coffee of newspaper? would you consider foregoing your next coffee and newspaper to ensure a child gets a good meal? im glad to hear that . not everyone make that effort not quite yet as per inst. maybe you could consider doubling the amount you previously pledged?  not at all. i have been committed to this charity for the past 2 years i make sure that each donation i personally take goes to the location of choice. can we count on your donation of .50 as you mention before? perfect i will go ahead and submit that donation information. i thank you so much for your generosity and time",0.5,TRUE
"Hello there. Not terrible. SO, in order to complete this task, I am supposed to convince you to donate part of your award to Save The Children. Pretty basic. You can decide between 0-2 dollars to donate. I mean, Save the Children is a well known charity with a really high score for using their donations for actual charitable work Believe me, I understand on that one. Save the Children is really transparent about how they spend their money. Not to mention you can look at several different sites online that rank how truthful charitable organizations are. I have to use these a lot. I am a disabled veteran, and there are a lot of socalled veteran groups out there.  It is your choice, either way. Basically 2 bucks might make a difference to you, but makes a huge difference to a hurting child in another country. I am not going to bug you, if you can't afford it, I respect that. True. Pretty much, breaks down like this. Your donation, of any amount, will help children around the world live better lives. The charity is well respected. The amount is small.  Yes, I have. As a matter of fact, I donated a hundred bucks two weeks ago. That is fair. So, if you cannot afford it, choose to donate 0. Charity is a very personal decision. If I cannot convince you by either checking out the charity yourself, or thinking about making a difference in the lives of poverty stricken children around the world, you probably would not donate no matter how much money you had. I did not mean to insult you personally. I am simply saying that I can give you the facts of what the charity is, and what my purpose is for convincing you. If you cannot afford it, I am not making any value judgments based on that. So, how much do you want to donate, 0-2? Awesome. Thanks. ",1,TRUE
